,labels_test,an_prediction,predicted_perplex
131,False,False,1.2440171
132,False,False,1.1559093
133,False,False,1.374679
134,True,False,1.1256431
135,False,False,1.002603
136,False,False,1.001857
137,False,False,1.1639614
138,False,False,1.4527079
139,False,False,1.1729785
140,True,True,1.9815749
141,False,False,1.2242951
142,False,False,1.3277909
143,False,False,1.1696708
144,False,False,1.211557
145,False,False,1.1475269
146,False,False,1.194592
147,False,False,1.0699373
148,False,False,1.0699373
149,False,False,1.2229152
150,False,False,1.1475269
151,True,False,1.3805236
152,False,False,1.3339782
153,False,False,1.2871537
154,False,False,1.2556405
155,False,True,1.689306
156,False,False,1.3277909
157,False,False,1.1696708
158,False,False,1.2318387
159,False,False,1.4527079
160,False,False,1.1904588
161,False,False,1.2229152
162,False,False,1.0892229
163,False,False,1.0892229
164,False,False,1.0804309
165,False,False,1.1618441
166,True,False,1.1729785
167,False,True,1.6432296
168,True,True,1.7092675
169,False,False,1.0892229
170,False,False,1.0804309
171,False,False,1.1618441
172,True,False,1.2375741
173,False,True,1.6480455
174,True,False,1.1793717
175,False,False,1.2242951
176,False,False,1.230938
177,False,False,1.1639614
178,False,False,1.1900773
179,False,True,1.676493
180,False,False,1.2445045
181,False,False,1.1793717
182,False,False,1.2242951
183,True,False,1.2522972
184,False,False,1.2445045
185,False,False,1.1660945
186,False,False,1.1370718
187,False,False,1.1639614
188,True,True,1.6480455
189,False,False,1.2242951
190,False,False,1.3277909
191,False,False,1.211557
192,False,False,1.0892229
193,True,True,3.7813792
194,False,True,2.3246472
195,False,False,1.2871537
196,True,False,1.2556405
197,False,False,1.2871537
198,False,False,1.4366455
199,False,False,1.2888074
200,False,False,1.2683712
201,False,False,1.1243845
202,False,False,1.1243845
203,True,True,1.8793505
204,False,False,1.1618441
205,False,False,1.1904588
206,False,False,1.0699373
207,False,False,1.0699373
208,False,False,1.0699373
209,False,False,1.2229152
210,True,True,1.8488818
211,False,False,1.2242951
212,False,False,1.3277909
213,False,False,1.211557
214,False,False,1.1475269
215,False,False,1.1696708
216,False,False,1.211557
217,False,False,1.0892229
218,False,False,1.1424705
219,False,False,1.1729785
220,False,False,1.2375741
221,False,False,1.1900773
222,False,False,1.0631982
223,False,False,1.001857
224,False,True,1.676493
225,False,False,1.2445045
226,False,False,1.1793717
227,False,False,1.1793717
228,False,False,1.2242951
229,False,False,1.2445045
230,False,False,1.1256431
231,False,False,1.001857
232,False,False,1.0631982
233,False,False,1.001857
234,False,False,1.0631982
235,False,False,1.002603
236,False,False,1.0041608
237,False,False,1.1311574
238,False,False,1.374679
239,True,False,1.1829852
240,False,False,1.4527079
241,False,False,1.1729785
242,False,False,1.4754119
243,False,False,1.1475269
244,False,False,1.1696708
245,False,False,1.4187713
246,False,False,1.2888074
247,False,False,1.2683712
248,False,False,1.3178289
249,True,True,1.8488818
250,False,False,1.2242951
251,False,False,1.5348893
252,False,False,1.2351713
253,False,True,2.2959404
254,False,True,1.6336836
255,False,False,1.4784082
256,True,False,1.5313009
257,False,False,1.1715434
258,False,False,1.2013342
259,True,True,2.490221
260,False,False,1.1014503
261,False,False,1.1034961
262,False,False,1.2047031
263,False,False,1.3904794
264,False,False,1.2013342
265,False,False,1.2670751
266,True,True,1.7937382
267,False,False,1.292466
268,False,False,1.4784082
269,True,True,3.8975313
270,False,False,1.1475269
271,False,False,1.1696708
272,False,False,1.2116011
273,False,False,1.2445045
274,False,False,1.1311574
275,False,False,1.374679
276,False,False,1.1311574
277,False,False,1.1559093
278,False,False,1.3192811
279,False,False,1.1370718
280,False,False,1.1639614
281,False,True,1.6480455
282,False,False,1.1311574
283,False,False,1.1559093
284,False,False,1.105459
285,False,False,1.001857
286,False,False,1.1639614
287,False,True,1.6480455
288,False,False,1.2242951
289,False,False,1.2445045
290,False,False,1.3419114
291,False,False,1.2916318
292,False,False,1.2916318
293,False,True,2.324208
294,True,False,1.1715434
295,False,False,1.1715434
296,False,False,1.2272145
297,False,False,1.1904216
298,False,False,1.1821339
299,False,False,1.4536877
300,True,False,1.2670751
301,False,False,1.134178
302,True,False,1.4778023
303,False,False,1.1904216
304,True,False,1.3542539
305,False,False,1.2047031
306,False,False,1.3542539
307,False,False,1.1435407
308,True,True,20.850737
309,True,False,1.2522972
310,False,False,1.3277909
311,True,True,1.604927
312,False,False,1.2871537
313,False,False,1.2556405
314,True,True,1.9175537
315,False,False,1.2888074
316,False,False,1.2683712
317,False,False,1.1243845
318,False,False,1.1243845
319,True,True,2.4133234
320,False,True,1.689306
321,False,False,1.3277909
322,False,False,1.211557
323,True,True,3.724511
324,False,False,1.08954
325,False,False,1.1332601
326,False,False,1.3754079
327,False,False,1.3727958
328,False,False,1.2556405
329,False,True,1.689306
330,False,False,1.2445045
331,False,False,1.2242951
332,True,False,1.3277909
333,False,False,1.1696708
334,False,False,1.1696708
335,False,False,1.194592
336,False,False,1.0699373
337,False,False,1.0699373
338,False,False,1.4402866
339,True,False,1.1696708
340,False,False,1.1696708
341,False,False,1.1696708
342,False,False,1.1696708
343,False,False,1.1696708
344,False,False,1.211557
345,True,True,3.7813792
346,False,False,1.374679
347,False,False,1.4040312
348,False,False,1.2556405
349,False,False,1.2871537
350,False,False,1.5092853
351,False,False,1.2242951
352,False,False,1.3277909
353,False,False,1.194592
354,False,False,1.0699373
355,False,False,1.0699373
356,False,False,1.2229152
357,False,False,1.0892229
358,False,False,1.1475269
359,False,False,1.1696708
360,False,False,1.1696708
361,False,False,1.211557
362,False,False,1.1475269
363,False,False,1.2116011
364,False,False,1.2445045
365,False,False,1.4040312
366,False,False,1.4366455
367,False,False,1.2888074
368,False,False,1.2888074
369,False,False,1.2683712
370,False,False,1.1243845
371,False,False,1.3178289
372,False,False,1.1475269
373,True,False,1.211557
374,False,False,1.371563
375,False,False,1.3727958
376,False,False,1.2556405
377,False,False,1.471139
378,False,False,1.374679
379,False,False,1.2242951
380,False,False,1.2445045
381,False,False,1.1793717
382,False,False,1.2242951
383,False,False,1.2445045
384,False,False,1.2242951
385,False,False,1.2445045
386,False,False,1.2242951
387,False,False,1.3277909
388,False,False,1.1696708
389,True,False,1.1696708
390,False,False,1.1696708
391,False,False,1.2116011
392,False,False,1.5348893
393,False,False,1.2351713
394,False,True,2.2959404
395,True,True,1.689306
396,False,False,1.2445045
397,False,False,1.1311574
398,False,False,1.3192811
399,False,False,1.1370718
400,False,False,1.1370718
401,False,True,1.676493
402,False,False,1.3277909
403,False,False,1.2116011
404,False,True,1.8481215
405,False,False,1.2683712
406,False,False,1.1243845
407,False,False,1.3456323
408,False,False,1.08954
409,False,False,1.08954
410,False,False,1.08954
411,False,False,1.08954
412,False,False,1.1332601
413,False,False,1.5601076
414,False,False,1.2556405
415,False,False,1.2871537
416,False,False,1.2556405
417,False,False,1.2871537
418,False,False,1.2556405
419,False,False,1.2871537
420,False,False,1.2556405
421,False,False,1.2351713
422,False,True,2.324208
423,False,False,1.2013342
424,False,False,1.2670751
425,True,True,5.1267705
426,False,False,1.1243845
427,False,False,1.2493482
428,False,False,1.5977079
429,False,False,1.1696708
430,False,False,1.211557
431,False,False,1.0804309
432,False,False,1.0699373
433,False,False,1.0699373
434,False,False,1.2229152
435,True,False,1.1475269
436,False,False,1.2116011
437,False,False,1.3277909
438,False,False,1.1696708
439,False,False,1.1696708
440,False,False,1.1696708
441,False,False,1.2116011
442,False,False,1.2445045
443,False,False,1.1660945
444,False,False,1.1639614
445,False,False,1.1900773
446,False,False,1.2440171
447,False,False,1.1559093
448,False,False,1.374679
449,False,False,1.1660945
450,False,False,1.1639614
451,False,False,1.1900773
452,False,False,1.0631982
453,False,False,1.002603
454,False,False,1.002603
455,False,False,1.0050223
456,False,False,1.374679
457,False,False,1.2242951
458,False,False,1.2445045
459,False,False,1.1311574
460,False,False,1.374679
461,False,False,1.4040312
462,False,False,1.2556405
463,False,False,1.2871537
464,True,True,1.7778493
465,False,False,1.134178
466,False,False,1.533377
467,False,False,1.5473435
468,False,False,1.2556405
469,False,False,1.2495112
470,False,True,1.626735
471,False,False,1.533377
472,False,False,1.134178
473,False,True,1.7619416
474,False,False,1.2916318
475,False,False,1.2916318
476,True,True,10.174019
477,False,False,1.292466
478,False,False,1.2670751
479,False,False,1.5473435
480,True,True,1.8862518
481,False,False,1.1243845
482,False,False,1.4386699
483,False,False,1.2116011
484,False,False,1.2445045
485,False,False,1.2242951
486,False,False,1.3277909
487,False,False,1.2116011
488,False,False,1.5348893
489,False,False,1.2351713
490,False,False,1.2916318
491,False,True,2.7724023
492,False,False,1.2242951
493,False,False,1.2445045
494,True,False,1.1660945
495,False,False,1.1639614
496,False,False,1.1900773
497,False,True,1.676493
498,False,False,1.2445045
499,False,False,1.1311574
500,False,False,1.1559093
501,False,False,1.1559093
502,False,False,1.374679
503,True,False,1.3419114
504,False,False,1.2916318
505,False,True,2.2959404
506,True,True,3.07405
507,False,False,1.1900773
508,False,False,1.1639614
509,False,False,1.1900773
510,False,False,1.1639614
511,False,False,1.4527079
512,True,True,34.14877
513,False,False,1.3542539
514,False,False,1.1780357
515,False,False,1.2316835
516,False,False,1.198523
517,False,False,1.2284926
518,True,False,1.167365
519,False,False,1.1780357
520,False,False,1.0726146
521,False,False,1.1540859
522,False,False,1.08954
523,False,False,1.08954
524,False,False,1.1949334
525,False,False,1.2493482
526,False,False,1.2683712
527,True,False,1.3178289
528,False,False,1.0892229
529,False,False,1.0892229
530,False,False,1.2020041
531,False,False,1.1243845
532,False,False,1.2493482
533,False,False,1.2888074
534,False,False,1.2888074
535,False,False,1.3727958
536,False,False,1.2556405
537,False,False,1.2871537
538,False,False,1.2556405
539,False,False,1.2871537
540,False,False,1.2556405
541,False,False,1.2871537
542,False,True,1.7778493
543,False,False,1.2013342
544,False,False,1.2670751
545,True,False,1.1825643
546,True,True,1.6187123
547,True,False,1.3542539
548,False,False,1.1780357
549,False,False,1.0726146
550,False,False,1.0726146
551,False,False,1.2316835
552,False,False,1.2284926
553,False,False,1.1332601
554,False,False,1.2675904
555,False,False,1.0726146
556,False,False,1.1034961
557,False,False,1.3939601
558,False,False,1.1332601
559,False,False,1.292466
560,False,False,1.2670751
561,False,False,1.2013342
562,False,False,1.4784082
563,False,False,1.3754079
564,False,False,1.3727958
565,False,False,1.2556405
566,False,True,1.6336836
567,False,False,1.2670751
568,False,False,1.1715434
569,False,False,1.1825643
570,True,True,1.6187123
571,True,True,1.8284812
572,False,False,1.2316835
573,False,False,1.2284926
574,False,False,1.08954
575,False,False,1.08954
576,False,False,1.08954
577,False,False,1.08954
578,False,False,1.1014503
579,False,False,1.1034961
580,False,False,1.1435407
581,False,False,1.3939601
582,False,False,1.1332601
583,False,False,1.198523
584,False,False,1.3704854
585,False,False,1.1243845
586,False,False,1.1243845
587,False,False,1.4386699
588,False,False,1.1696708
589,False,False,1.211557
590,False,False,1.2020041
591,False,False,1.1243845
592,False,False,1.1243845
593,False,False,1.3178289
594,False,False,1.0892229
595,False,False,1.0892229
596,False,False,1.0892229
597,False,False,1.1475269
598,False,False,1.211557
599,False,False,1.2020041
600,False,False,1.2493482
601,False,False,1.2683712
602,True,True,3.7409716
603,False,False,1.2013342
604,False,False,1.4784082
605,False,False,1.2675904
606,False,False,1.0726146
607,False,False,1.0726146
608,False,False,1.2316835
609,False,False,1.198523
610,False,False,1.198523
611,False,False,1.3977602
612,False,False,1.1821339
613,False,False,1.1904216
614,False,False,1.1821339
615,True,True,3.0057251
616,False,False,1.0726146
617,False,False,1.1034961
618,False,False,1.2047031
619,False,False,1.1821339
620,True,False,1.1904216
621,False,False,1.1821339
622,False,False,1.1904216
623,False,True,1.8281279
624,False,False,1.292466
625,False,False,1.2670751
626,False,False,1.2485832
627,False,False,1.3542539
628,True,False,1.2047031
629,False,False,1.3904794
630,False,False,1.134178
631,False,False,1.2053949
632,True,True,7.4650126
633,False,False,1.2242951
634,False,False,1.2445045
635,True,False,1.1660945
636,True,False,1.0631982
637,False,False,1.001857
638,True,False,1.2440171
639,False,False,1.1559093
640,False,False,1.1559093
641,False,False,1.1559093
642,False,False,1.1559093
643,False,False,1.1559093
644,False,False,1.1559093
645,False,False,1.374679
646,False,False,1.1793717
647,False,False,1.4040312
648,False,False,1.4366455
649,True,True,1.6324178
650,False,False,1.2871537
651,False,False,1.2556405
652,False,False,1.2871537
653,False,False,1.2556405
654,False,False,1.2495112
655,False,False,1.2495112
656,False,False,1.5431736
657,False,False,1.134178
658,False,False,1.533377
659,False,False,1.2485832
660,False,False,1.3542539
661,False,False,1.1780357
662,False,False,1.1540859
663,False,False,1.08954
664,False,False,1.08954
665,True,True,4.064856
666,False,False,1.533377
667,False,False,1.2013342
668,False,False,1.5934905
669,False,False,1.1780357
670,False,False,1.0726146
671,False,False,1.2316835
672,False,False,1.198523
673,False,False,1.2284926
674,False,False,1.08954
675,False,False,1.08954
676,True,True,2.163915
677,False,False,1.5473435
678,False,False,1.2556405
679,False,False,1.2871537
680,False,False,1.5092853
681,False,False,1.2242951
682,True,False,1.2522972
683,False,False,1.2445045
684,False,False,1.1311574
685,False,False,1.374679
686,False,False,1.1256431
687,False,False,1.002603
688,False,False,1.001857
689,False,False,1.2440171
690,False,False,1.374679
691,False,False,1.2242951
692,False,False,1.5348893
693,False,False,1.2871537
694,False,False,1.2556405
695,False,False,1.2871537
696,False,False,1.2556405
697,False,False,1.2495112
698,False,False,1.471139
699,False,False,1.374679
700,False,False,1.2242951
701,False,False,1.230938
702,False,False,1.1639614
703,False,False,1.1900773
704,False,False,1.463579
705,False,False,1.2242951
706,False,False,1.3277909
707,False,False,1.211557
708,False,False,1.1475269
709,False,False,1.1696708
710,True,False,1.2318387
711,False,False,1.1900773
712,False,False,1.1639614
713,True,True,2.1134229
714,False,False,1.2116011
715,False,False,1.2445045
716,False,False,1.1311574
717,False,False,1.374679
718,False,False,1.2242951
719,False,False,1.5348893
720,False,False,1.2871537
721,False,False,1.2556405
722,False,True,1.6336836
723,False,False,1.2670751
724,False,False,1.134178
725,False,False,1.2027229
726,False,False,1.1287874
727,False,False,1.1287874
728,False,False,1.3375807
729,False,False,1.158876
730,False,False,1.1091262
731,True,True,13.951079
732,False,False,1.1559093
733,False,False,1.1559093
734,False,False,1.105459
735,False,False,1.001857
736,False,False,1.1639614
737,False,True,1.6480455
738,True,False,1.2242951
739,False,False,1.3277909
740,False,False,1.4159166
741,False,False,1.2493482
742,False,False,1.2888074
743,False,False,1.5977079
744,False,False,1.211557
745,False,False,1.0892229
746,False,False,1.0804309
747,False,False,1.1618441
748,False,False,1.1729785
749,False,False,1.4632407
750,False,False,1.2116011
751,False,False,1.2445045
752,False,False,1.2242951
753,False,False,1.3277909
754,False,False,1.2116011
755,False,False,1.5348893
756,False,False,1.2495112
757,False,False,1.2871537
758,False,False,1.2556405
759,False,False,1.2871537
760,False,False,1.2556405
761,True,True,1.6336836
762,True,False,1.2670751
763,False,False,1.2013342
764,False,False,1.2670751
765,False,False,1.2013342
766,False,False,1.2670751
767,True,False,1.5473435
768,True,False,1.2556405
769,False,False,1.2871537
770,True,True,1.6003377
771,False,False,1.3277909
772,False,False,1.2116011
773,False,False,1.3277909
774,False,False,1.1696708
775,False,False,1.2116011
776,False,False,1.5348893
777,False,False,1.2351713
778,False,False,1.2916318
779,False,True,2.4266462
780,False,False,1.533377
781,True,False,1.134178
782,False,True,1.7619416
783,False,False,1.2916318
784,False,False,1.2916318
785,False,True,2.307658
786,False,False,1.1559093
787,False,False,1.374679
788,False,False,1.2242951
789,True,False,1.2522972
790,False,False,1.3277909
791,False,False,1.1696708
792,False,False,1.1696708
793,True,False,1.211557
794,False,False,1.0804309
795,False,False,1.0699373
796,False,False,1.0699373
797,False,False,1.2229152
798,False,False,1.0892229
799,False,False,1.0892229
800,False,False,1.0804309
801,False,False,1.0699373
802,False,False,1.0699373
803,True,False,1.2229152
804,False,False,1.1475269
805,False,False,1.1696708
806,False,False,1.2116011
807,False,False,1.2445045
808,False,False,1.2242951
809,False,False,1.5348893
810,True,False,1.2351713
811,False,True,2.2959404
812,False,True,1.689306
813,False,False,1.2445045
814,False,False,1.2242951
815,False,False,1.2445045
816,False,False,1.2242951
817,False,False,1.3277909
818,False,False,1.4984378
819,False,False,1.4366455
820,False,False,1.2683712
821,False,False,1.3456323
822,False,False,1.1332601
823,False,False,1.198523
824,False,False,1.5601076
825,False,False,1.2556405
826,False,False,1.2351713
827,True,True,4.957741
828,False,False,1.3375807
829,False,False,1.1904216
830,True,False,1.1821339
831,False,False,1.1091262
832,False,False,1.3375807
833,False,False,1.1904216
834,False,False,1.1821339
835,False,False,1.158876
836,True,False,1.4536877
837,False,False,1.2670751
838,True,True,1.7937382
839,False,False,1.5601076
840,False,False,1.2556405
841,False,False,1.2871537
842,False,True,1.8934512
843,False,False,1.211557
844,False,False,1.0892229
845,False,False,1.0804309
846,False,False,1.0699373
847,False,False,1.0699373
848,True,True,13.970256
849,False,False,1.08954
850,False,False,1.08954
851,False,False,1.08954
852,False,False,1.1332601
853,False,False,1.198523
854,False,False,1.2604748
855,False,False,1.1780357
856,True,False,1.1034961
857,False,False,1.1780357
858,False,False,1.0726146
859,False,False,1.1034961
860,False,False,1.4001392
861,False,False,1.198523
862,False,False,1.292466
863,False,False,1.5934905
864,False,False,1.2047031
865,False,False,1.3542539
866,False,False,1.2047031
867,True,False,1.1821339
868,False,False,1.158876
869,False,False,1.1904216
870,False,False,1.3542539
871,False,False,1.1435407
872,False,False,1.1435407
873,True,True,1.6064329
874,False,False,1.3375807
875,False,False,1.1904216
876,False,False,1.1821339
877,False,False,1.1904216
878,False,False,1.3904794
879,False,False,1.1715434
880,False,False,1.134178
881,False,False,1.4778023
882,False,False,1.1091262
883,False,False,1.3375807
884,False,False,1.1904216
885,True,True,1.8284812
886,False,False,1.0726146
887,False,False,1.1034961
888,False,False,1.1435407
889,False,False,1.1435407
890,False,False,1.2047031
891,False,False,1.3542539
892,False,False,1.1780357
893,False,False,1.0726146
894,False,False,1.1034961
895,False,False,1.1435407
896,False,False,1.3939601
897,False,False,1.1332601
898,False,False,1.198523
899,False,False,1.2604748
900,False,False,1.1435407
901,False,False,1.1435407
902,False,False,1.2047031
903,False,False,1.1821339
904,False,False,1.1904216
905,False,False,1.1821339
906,False,False,1.1091262
907,False,False,1.1287874
908,False,False,1.3375807
909,False,False,1.1904216
910,False,False,1.1821339
911,False,False,1.158876
912,False,False,1.1904216
913,False,False,1.3542539
914,False,False,1.1780357
915,False,False,1.0726146
916,False,False,1.0726146
917,False,False,1.0726146
918,False,False,1.0726146
919,False,False,1.1034961
920,False,False,1.3939601
921,True,False,1.5079873
922,False,False,1.4784082
923,False,False,1.198523
924,False,False,1.292466
925,False,False,1.2670751
926,False,False,1.2013342
927,False,False,1.4784082
928,False,False,1.292466
929,False,False,1.3376515
930,False,False,1.1904216
931,False,False,1.1821339
932,False,False,1.158876
933,False,False,1.1904216
934,False,False,1.1821339
935,False,False,1.4536877
936,False,False,1.2670751
937,False,False,1.2013342
938,False,True,2.0358744
939,False,False,1.2683712
940,False,False,1.2493482
941,False,False,1.2888074
942,False,False,1.2683712
943,False,False,1.1243845
944,False,False,1.3456323
945,False,False,1.1332601
946,False,False,1.198523
947,False,False,1.2604748
948,False,False,1.1435407
949,False,False,1.1435407
950,False,False,1.3939601
951,False,False,1.08954
952,False,False,1.1332601
953,False,False,1.3754079
954,False,False,1.3727958
955,False,False,1.4366455
956,False,False,1.5584939
957,False,False,1.1475269
958,False,False,1.211557
959,False,False,1.371563
960,False,False,1.2888074
961,False,False,1.2888074
962,False,False,1.2888074
963,False,False,1.2683712
964,False,False,1.1243845
965,False,False,1.3456323
966,False,False,1.08954
967,False,False,1.08954
968,False,False,1.1014503
969,False,False,1.0726146
970,False,False,1.0726146
971,False,False,1.1540859
972,False,False,1.08954
973,False,False,1.08954
974,False,False,1.1014503
975,False,False,1.0726146
976,False,False,1.0726146
977,False,False,1.1540859
978,False,False,1.08954
979,False,False,1.08954
980,False,False,1.08954
981,False,False,1.08954
982,False,False,1.08954
983,False,False,1.08954
984,False,False,1.08954
985,False,False,1.1332601
986,False,False,1.5601076
987,False,False,1.4366455
988,False,False,1.3727958
989,False,False,1.5092853
990,False,False,1.2242951
991,False,False,1.2445045
992,False,False,1.1793717
993,False,False,1.2242951
994,False,False,1.2445045
995,False,False,1.1793717
996,False,False,1.1311574
997,False,False,1.374679
998,True,False,1.1829852
999,False,False,1.1900773
1000,False,False,1.1639614
1001,False,True,2.1134229
1002,False,False,1.1696708
1003,False,False,1.211557
1004,False,False,1.2020041
1005,False,False,1.2493482
1006,False,False,1.3727958
1007,False,True,1.8934512
1008,False,False,1.1696708
1009,False,False,1.1696708
1010,False,False,1.211557
1011,False,False,1.0892229
1012,False,False,1.0892229
1013,False,False,1.0804309
1014,False,False,1.0699373
1015,False,False,1.0699373
1016,True,False,1.1618441
1017,False,False,1.1904588
1018,False,False,1.1618441
1019,True,True,1.6432296
1020,False,False,1.2445045
1021,False,False,1.1793717
1022,True,False,1.4040312
1023,False,False,1.4366455
1024,False,False,1.2888074
1025,False,False,1.5977079
1026,False,False,1.211557
1027,False,False,1.0892229
1028,False,False,1.0804309
1029,False,False,1.0699373
1030,True,True,2.5796294
1031,False,False,1.0050223
1032,False,False,1.1559093
1033,False,False,1.1559093
1034,False,True,2.3246472
1035,False,False,1.2871537
1036,False,False,1.2556405
1037,False,True,1.6336836
1038,False,False,1.4784082
1039,False,False,1.2284926
1040,True,True,2.956618
1041,False,False,1.2495112
1042,False,False,1.2871537
1043,False,True,2.0000446
1044,False,False,1.198523
1045,False,False,1.292466
1046,False,False,1.4784082
1047,False,False,1.292466
1048,True,False,1.2670751
1049,False,False,1.2013342
1050,False,False,1.2670751
1051,False,False,1.2013342
1052,False,False,1.5520374
1053,False,False,1.2495112
1054,False,False,1.2871537
1055,False,False,1.5092853
1056,False,False,1.2242951
1057,False,False,1.3277909
1058,False,False,1.211557
1059,False,False,1.0892229
1060,False,False,1.0892229
1061,True,True,1.8346729
1062,False,False,1.4366455
1063,False,False,1.2888074
1064,False,False,1.5977079
1065,True,False,1.3805236
1066,False,False,1.2242951
1067,False,False,1.3277909
1068,True,False,1.1696708
1069,False,False,1.2116011
1070,False,True,1.8481215
1071,False,False,1.3727958
1072,False,False,1.2556405
1073,True,False,1.5431736
1074,False,False,1.1715434
1075,False,False,1.2013342
1076,False,False,1.4784082
1077,False,False,1.198523
1078,False,False,1.292466
1079,True,False,1.5520374
1080,False,False,1.2871537
1081,False,False,1.4366455
1082,True,False,1.5584939
1083,False,False,1.0892229
1084,False,False,1.0892229
1085,False,False,1.371563
1086,False,False,1.3727958
1087,False,False,1.2556405
1088,False,True,1.689306
1089,False,False,1.2445045
1090,True,False,1.566316
1091,False,False,1.211557
1092,True,False,1.0892229
1093,False,False,1.0892229
1094,False,False,1.0804309
1095,False,False,1.0699373
1096,False,False,1.0699373
1097,False,False,1.2229152
1098,True,True,3.7813792
1099,False,False,1.374679
1100,False,False,1.3419114
1101,False,False,1.2916318
1102,False,True,2.2959404
1103,False,False,1.2871537
1104,False,False,1.2556405
1105,False,False,1.2871537
1106,True,True,4.1231494
1107,False,False,1.2375741
1108,False,False,1.4527079
1109,False,False,1.1729785
1110,False,False,1.1729785
1111,False,False,1.1729785
1112,False,False,1.4754119
1113,False,False,1.0892229
1114,True,False,1.3512379
1115,True,True,5.2329116
1116,False,False,1.1715434
1117,False,False,1.2013342
1118,False,False,1.5934905
1119,False,False,1.2047031
1120,False,False,1.3542539
1121,False,False,1.1780357
1122,False,False,1.0726146
1123,False,False,1.0726146
1124,False,False,1.1540859
1125,False,False,1.1332601
1126,False,False,1.292466
1127,False,False,1.5934905
1128,False,False,1.1435407
1129,False,False,1.2047031
1130,False,False,1.3904794
1131,False,False,1.1715434
1132,False,False,1.2013342
1133,False,False,1.3376515
1134,False,False,1.1904216
1135,False,False,1.3542539
1136,False,False,1.1435407
1137,False,False,1.2047031
1138,False,False,1.3542539
1139,False,False,1.5718335
1140,False,False,1.2670751
1141,False,False,1.1715434
1142,False,False,1.3763026
1143,False,False,1.2495112
1144,False,False,1.2871537
1145,False,False,1.5092853
1146,False,False,1.1311574
1147,True,False,1.374679
1148,False,False,1.1829852
1149,False,False,1.1900773
1150,False,False,1.1639614
1151,False,True,1.6480455
1152,False,False,1.2242951
1153,False,False,1.3277909
1154,False,False,1.4984378
1155,False,False,1.2556405
1156,False,False,1.2871537
1157,False,False,1.5092853
1158,False,False,1.2242951
1159,False,False,1.2445045
1160,True,True,17.02943
1161,False,False,1.1821339
1162,False,False,1.158876
1163,False,False,1.1644883
1164,False,False,1.533377
